DOMINIO,01-2018,02-2018,03-2018,04-2018,05-2018,06-2018,07-2018,08-2018,09-2018,10-2018,11-2018,12-2018,01-2019,02-2019,03-2019,04-2019,05-2019,06-2019,07-2019,08-2019,09-2019,10-2019,11-2019,12-2019,01-2020,02-2020,03-2020,04-2020,05-2020,06-2020,07-2020,08-2020,09-2020,10-2020,11-2020,12-2020,01-2021,02-2021,03-2021,04-2021,05-2021,06-2021,07-2021,08-2021,09-2021,10-2021,11-2021,12-2021,01-2022,02-2022,03-2022,04-2022,05-2022,06-2022,07-2022,08-2022,09-2022,10-2022,11-2022,12-2022,01-2023,02-2023,03-2023,04-2023,05-2023,06-2023,07-2023,08-2023,09-2023,10-2023,11-2023,12-2023,01-2024,02-2024,03-2024,04-2024
54,10111843.73,10620867.25,11112088.9,10940948.77,11138113.93,10994919.66,10702337.08,11133203.23,11042785.81,11259100.91,11434587.65,14159004.25,10524323.77,11120809.63,11895161.2,11205903.91,11625273.36,11324557.73,10716156.13,10866861.94,10716453.04,10411027.66,10779944.01,14020048.46,10448249.61,10703204.85,11329370.57,10202066.21,9980261.738,9711593.785,9867345.109,9785491.874,9754883.788,10136287.4,10309501.62,12649748.97,9688616.534,9885583.244,10620999.24,10202402.48,10953685.4,10585708.05,10180060.17,10221115.31,10431889.71,10121761.98,10337670.67,13683270.11,9878209.899,11311836.73,11952449.44,11671270.95,12970265.05,12274289.39,12409559.37,12342695.27,12233761.78,12642545.82,12921953.35,19882715.83,11963872.04,14231935.78,14225665.74,12934830.2,14125709.14,13415989.33,13172977.5,13721725.13,13478761.9,14023723.85,13815546.2,22147339.01,13397067.54,15331166.12,16555026.05,16525651.98
5411,971585.4195,981188.7068,967428.481,1035269.591,1042582.364,1071512.334,972979.9984,1093515.347,967637.824,1170985.423,1123107.738,1547297.166,1068050.38,1067839.471,1155868.575,1023892.673,1108242.968,1063809.155,1073946.761,1042288.436,1024808.788,1049888.206,1063752.639,1531095.593,1193032.554,1161608.218,1067188.646,892420.3555,926497.476,890890.0331,932068.6126,979282.5053,994851.5471,1040391.264,1216499.217,1370712.953,1085342.385,1002191.495,987200.2772,1001464.138,1038016.42,1037244.996,1086367.701,1041872.226,1020338.737,1091977.308,995099.9174,1455951.16,1365234.547,1596325.201,1545319.808,1603390.743,1845330.664,2013811.098,1921238.277,1726493.105,1573919.783,1564202.304,1848225.135,2773205.599,1469199.141,1494541.866,1658524.211,1608597.633,1762287.253,1698515.635,1788087.502,1766039.132,1712495.548,1752119.061,2033934.322,2704617.968,2030180.662,2095997.245,2193774.108,2108565.823
5412,1291360.22,1321618.538,1325776.333,1378565.608,1427916.329,1334497.899,1380053.699,1385889.8,1566905.767,1353768.119,1499275.72,1585465.444,1293292.953,1278930.687,1359327.524,1341459.871,1353323.079,1380726.664,1381107.183,1421102.235,1586223.392,1450086.1,1559640.974,1706312.548,1457330.485,1439889.576,1455771.034,1425160.27,1409101.509,1326093.4,1416358.934,1353209.39,1493554.173,1402507.053,1375872.489,1603078.585,1358545.683,1377771.825,1329336.255,1372344.242,1296440.99,1410488.902,1287483.829,1197254.481,1459111.158,1239655.736,1258108.888,1518728.663,1318999.868,1392733.438,1469331.841,1503662.005,1568666.362,1549984.936,1719742.384,1681430.266,1690957.805,1629810.927,1581388.997,2201853.022,1594131.39,1719268.294,1668083.421,1577737.419,2021921.097,1940564.195,1795301.743,1823229.226,1760745.254,1785721.074,1830837.42,2259851.675,2246058.861,2348279.571,2281063.235,2277145.031
5413,1381822.372,1520429.695,1548639.376,1570723.495,1527566.734,1554559.765,1491108.164,1585921.817,1451997.108,1582981.136,1581782.756,1856183.294,1389456.407,1468379.949,1522825.499,1392186.678,1511491.038,1548454.841,1378570.001,1373960.573,1472858.461,1411859.046,1535473.637,2104837.053,1324537.436,1409386.024,1435065.173,1424398.886,1363415.083,1358321.816,1388274.711,1320698.925,1306431.65,1387065.089,1393500.414,1610430.351,1258261.002,1266346.386,1356596.981,1321001.379,1353785.365,1358859.136,1385779.634,1328338.853,1398772.676,1358504.848,1341758.751,1858068.677,1143034.474,1364668.377,1398574.481,1531252.665,1713634.889,1575196.918,1533580.536,1438468.104,1391898.633,1531410.527,1699214.189,1829738.933,1437083.843,1457365.262,1545673.589,1519195.984,1948355.45,1779518.506,1650767.842,1640183.809,1584428.142,1760399.109,1720840.939,2183852.05,1691064.911,2186207.326,2077396.214,2155135.832
5415,2196980.249,2527087.642,2657753.917,2503387.1,2350138.597,2396526.85,2256973.695,2445215.197,2401376.842,2411612.554,2444377.429,3042351.101,2201948.351,2334435.198,2601020.196,2529436.808,2603248.536,2484919.425,2527583.693,2672382.918,2335628.971,2404874.48,2442545.605,3005981.974,2300049.354,2461971.367,2663345.205,2490781.979,2390031.031,2412950.451,2439858.32,2384433.432,2283863.614,2355736.929,2469219.823,2713606.719,2252036.518,2323692.854,2618670.725,2487608.432,2374983.842,2408904.041,2305130.708,2416148.355,2402975.204,2423664.087,2513934.278,2875344.3,2420523.507,2917823.823,2875624.563,2893951.752,3099763.361,2937460.06,3038757.188,3128983.02,3008386.816,3304506.419,3171412.808,4248000.5,3027370.019,3357950.073,3542945.944,3429404.162,3302066.2,3169008.065,3199689.469,3332650.56,3562890.141,3786327.359,3356093.373,5245985.623,3316303.051,3979940.507,4376241.819,4236294.793
5416,2508489.235,2565431.114,2784282.271,2542805.057,2790418.58,2624152.92,2604372.105,2577959.485,2669497.88,2629054.344,2600946.041,3353644.814,2710355.85,3083399.475,3266208.503,2877797.772,2956738.646,2694551.194,2383354.948,2316091.935,2431722.365,2027553.731,1959812.571,2832663.398,2338213.507,2428039.295,2865529.659,2073645.163,2139472.021,1980976.698,1929192.678,2015275.723,1929855.279,2087343.837,1903594.202,2951005.96,2075467.905,2196806.165,2605295.065,2257234.597,2419120.372,2540157.6,1994104.441,2213355.163,2187389.32,2005927.506,2174983.748,3434733.339,1948621.733,2393882.702,2676254.66,2190039.467,2390159.71,2297317.486,2181442.044,2344429.566,2464907.461,2432279.805,2400614.945,5455791.117,2231255.106,3952601.739,3434570.641,2608263.2,2889425.462,2666176.174,2535655.603,2855457.332,2652345.365,2691352.391,2645489.763,6636834.966,2135660.832,2349016.89,2935794.154,3006158.796
5418,1421235.649,1334316.388,1461512.45,1488675.675,1587185.086,1549992.545,1512374.748,1551604.995,1503917.672,1551262.225,1651413.433,2103379.976,1493457.043,1479386.566,1581953.245,1604794.351,1669777.404,1692215.404,1517717.9,1550725.552,1410041.088,1507888.646,1640538.844,2098128.556,1471326.889,1391246.888,1389321.104,1390316.545,1341904.086,1322341.784,1351797.949,1321124.692,1348517.738,1422292.656,1501450.267,1879511.413,1308505.663,1315064.404,1363959.743,1393529.754,2070669.026,1473544.058,1767614.866,1660157.491,1589103.246,1619164.466,1676655.186,2073424.967,1345981.714,1273712.061,1612962.22,1568209.919,1923187.787,1514382.983,1604129.555,1599645.394,1676132.408,1769433.663,1801783.362,2812604.709,1774314.595,1811106.664,1922033.259,1735233.465,1737098.38,1682610.607,1729604.34,1831980.466,1763659.322,1783215.79,1758233.706,2488007.415,1491798.491,1837120.276,2148346.32,2160210.35
5419,340370.5881,370795.1632,366696.0732,421522.2425,412306.2428,463677.3438,484474.6708,493096.5851,481452.7214,559437.1073,533684.5294,670682.4583,367762.7825,408438.2889,407957.6593,436335.7595,422451.6895,459881.0437,453875.6466,490310.2943,455169.9718,558877.446,578179.7364,741029.34,363759.3901,411063.479,453149.7459,505343.0104,409840.533,420019.6034,409793.9036,411467.2058,397809.7872,440950.568,449365.2047,521402.995,350457.3773,403710.1153,359940.1939,369219.9379,400669.3853,356509.3208,353578.99,363988.7402,374199.3649,382868.027,377129.9018,467019.0091,335814.0557,372691.1285,374381.8668,380764.4043,429522.2811,386135.9043,410669.3858,423245.8185,427558.8763,410902.1703,419313.9104,561521.9446,430517.9465,439101.8799,453834.6716,456398.3351,464555.3036,479596.1501,473870.997,472184.6075,442198.128,464589.069,470116.6797,628189.3113,486000.731,534604.3097,542410.2049,582141.3512
56,47338751.93,47711403.2,53415810.06,48661456.83,52862708.26,49544682.31,49168113.4,50458722.8,48804567.84,50245225.62,51508748.91,61443335.41,51197273.08,50142918.34,57736448.63,51595694.49,56656099.77,52068818.93,52283977.74,52927756.22,52366945.25,56422810.41,56573276.45,68012774.31,56862615.3,55118438.41,59747449.68,53836699.45,56634933.08,53896528.67,54860460.32,52800265.71,53685656.26,57008347.46,56892358.62,69448348.36,55779412.15,55184509.89,65779663.27,57180601.43,58860208.95,57184324.99,39370018.59,28256211.76,24635631.93,22929308.18,21337489.85,25517660.88,18480627.62,19002180.44,21134572.89,19265797.74,21752182.48,20061117.11,19474697.19,20601248.5,19962577.85,19620800.87,19834854.02,23406654.56,18853144.46,18595726.99,19811519.78,18331880.71,19538984.69,18795749.53,18080692.59,20122713.09,19386830.17,20100696.98,21481972.47,24374357.83,20320972.65,21269544.14,21232830.53,21202777.41
5611,9497802.508,10015343.27,10318699.95,10159448.86,10880719.81,9981615.596,9910999.386,9996608.417,9852535.687,9923884.133,10213393.29,11527129.34,10190067.92,10022951.75,10744381.29,9961406.016,10897877.99,10158779.23,10517639.54,10224607.97,9965578.098,10111749.18,10332114.01,12058708.78,10852199.94,10247828.06,10028278.83,9757847.201,9909801.91,10009223.66,9699619.301,9512514.492,9643310.369,9681265.287,9579406.074,10664604.06,9491843.491,9783583.901,9986777.65,9824789.155,9926482.38,9841277.599,8233981.836,6720550.976,6393698.625,5922498.751,5164901.126,6033593.003,3657371.362,4311205.62,4662513.663,4222521.454,5153662.323,4681184.862,4030780,4273129.05,4321861.493,4033634.837,4346587.825,5169482.197,3915432.305,4021278.729,4254794.464,4268090.625,5061133.929,4282808.233,4023789.754,4377588.987,4151413.651,3970174.903,4424789.015,5006462.843,3849113.439,4803591.981,4969528.724,4954968.512
5613,28934834.62,28383436.6,33751724.98,29338876.81,32127461.28,30279363.3,30027707.01,31135209.66,29935216.3,31230716.73,31815188.34,39171999.15,31845879.08,31160138.38,37450639.96,32211639.73,35781033.71,32399935.85,32293808.26,33084373.96,32736669.87,36218244.08,35993515.32,44649312.68,36101408.38,35122336.18,39792998.63,35069941.47,37514955.92,34946442.94,36143776.45,34294943.53,34850305,37829910.07,38086927.4,47911517.21,36798286.37,35650390.44,45387291.95,37239732.01,38601335.21,37443470.22,21156001.07,11732738.93,8512195.809,7102090.288,6484417.56,8268525.029,5357317.053,4956029.289,6424722.987,5108559.54,6157831.994,5345299.432,5230086.638,5891081.27,5182291.198,5107497.551,5044777.457,6494561.689,4447633.714,4208496.649,4795087.774,3838601.571,3508552.1,3562600.245,3314281.138,4745646.832,4892072.909,4878569.514,5643477.995,6315778.12,4381530.552,4294135.692,3738028.983,3984930.281
5614,2287538.919,2622098.152,2318196.017,2181064.349,2342557.985,2188675.197,2416706.24,2192356.118,2203661.329,2172870.583,2263791.559,2457481.102,2301767.089,2227800.268,2410296.032,2388523.623,2447474.301,2258708.183,2342183.254,2407604.601,2399519.691,2433249.013,2483135.673,2592077.35,2434700.148,2399911.427,2428836.459,2211972.31,2387997.196,2248833.849,2329093.277,2413678.929,2472456.182,2508234.732,2523835.076,2865687.011,2753075.07,2774686.486,3107815.36,2818833.053,2903234.245,2670903.155,2815467.291,2681314.99,2680974.732,2677730.86,2787201.647,3184519.521,2574906.496,2580897.621,2688843.263,2702720.486,2793304.405,2584000.836,2800023.356,2833236.101,2905387.258,2930178.715,2807292.047,3292129.263,2885213.535,2672471.301,2943469.38,2721781.915,3215095.735,3238814.716,3041329.568,2893159.089,2871661.477,2817958.524,3139180.23,3402081.578,3250359.57,3092899.813,3140001.136,2961485.045
5615,1231333.471,1214611.751,1323866.798,1324745.111,1425981.546,1418996.308,1420623.094,1433363.534,1350929.883,1314987.877,1383987.391,1532113.685,1292665.621,1200759.32,1239091.874,1280164.88,1380596.498,1398015.896,1423397.799,1381692.55,1339996.594,1281384.823,1320202.904,1431528.048,1452548.468,1267629.148,1213531.013,998483.5184,928746.1733,1045682.55,860736.1835,904985.1458,932376.7923,948438.7069,938958.0896,1042984.54,998900.3443,982091.7195,991291.7387,1067324.073,1164507.063,1206582.218,1261238.632,1240396.947,1195598.584,1259660.684,1231402.639,1413267.733,1168900.666,1096177.562,1213894.323,1019909.728,1171834.168,1242612.672,1188008.658,1163564.513,1150938.505,1160363.837,1059097.384,1266007.057,1085493.565,1172382.824,1068235.671,1161321.305,1121986.861,1075369.815,1120886.748,1120238.697,1166301.661,1088308.764,1074618.703,1333383.077,1095253.801,1077319.622,1085899.294,1067593.597
5616,2749441.246,2824256.179,2903070.6,2858124.881,2901902.319,2884185.687,2828730.382,2945837.648,2817721.712,2852277.089,2937486.148,3295916.176,2785647.133,2830975.829,2791274.696,2938692.79,3021591.823,2909154.153,3058583.816,3041367.057,3144774.59,3457199.274,3443343.185,3712492.727,3206011.514,3219353.569,3213117.557,3086395.035,2942640.251,2978372.369,2998761.209,2968446.204,3124476.486,3188663.889,3053791.66,3461703.619,3157667.639,3175357.864,3315417.075,3297835.259,3377665.545,3363038.152,3259390.769,3377609.935,3238975.322,3334086.008,3041186.194,3439381.032,3318518.186,3530111.508,3518962.624,3552095.119,3749381.221,3641927.004,3695414.436,3859989.706,3776440.535,3659677.186,3792935.01,3970521.368,3821152.072,3656334.311,3847572.055,3519806.297,3897530.095,3747437.768,3893865.696,4169692.655,3553205.848,4644387.39,4432101.077,5049032.68,4729834.506,4853444.786,5039913.879,5060872.017
5617,686757.2233,693783.9527,690835.5139,709309.8474,734991.0053,753726.2046,726931.4943,774659.28,778995.8657,806298.0631,774677.9912,968488.9911,771885.9964,802394.4421,807070.0895,804274.898,801934.9293,799534.0436,797299.1671,807748.6575,805456.0253,789530.016,797421.1955,943461.6093,789633.9727,800915.6425,798227.8667,765120.0414,757740.3226,801957.2499,805850.2427,829405.5558,803762.7118,881349.4169,827950.4298,1034896.48,791450.3159,790165.8371,807413.2278,798513.35,822157.3794,802619.5142,844184.0254,861159.3152,826651.1539,848381.0019,851684.9563,1096957.439,924931.9148,917590.194,846211.3876,907855.4499,941149.6869,897734.4098,853471.462,851859.3666,891255.7249,950033.9057,1001767.66,1076949.889,956415.8219,939661.6399,955178.8567,1004121.537,924644.585,952765.8212,973857.8264,996825.1337,1041335.361,994762.5456,936082.8552,1122309.006,1032854.922,1031781.411,1035701.301,1075609.367
5619,1418028.783,1470543.943,1565199.966,1592354.873,1898606.233,1531392.389,1311080.163,1465125.889,1353681.76,1425810.982,1527966.862,1897368.376,1459293.367,1359375.256,1724869.339,1466660.415,1756457.707,1596530.715,1296454.94,1405992.767,1415527.983,1514079.46,1545080.476,1935056.258,1405576.273,1456161.054,1644117.908,1486501.648,1597919.541,1297024.581,1451198.45,1283663.28,1240082.281,1339303.311,1270574.909,1759242.079,1209713.192,1444180.269,1573548.31,1526801.663,1433274.266,1245841.086,1292553.999,1212806.411,1114534.542,1190327.982,1186448.456,1530819.178,998063.5323,1094846.943,1222820.316,1128450.017,1189657.684,1106791.797,1107581.715,1128338.255,1121810.3,1183680.895,1199411.73,1499153.25,1148420.322,1328068.137,1249608.683,1238504.755,1203854.026,1262596.82,1042311.092,1092430.235,1046395.734,1097692.552,1131831.701,1437528.175,1278098.151,1357896.534,1430699.733,1235874.893
562,533015.1532,487329.3508,544216.2365,497532.1045,550488.0847,506727.6353,525335.6376,515562.2558,511825.3119,518380.1674,592257.3262,592838.5898,550066.8672,538523.088,568825.348,544332.1401,569132.8135,548160.8553,554610.9721,574368.659,559422.3952,617374.561,658463.686,690136.8613,620536.6056,604303.3336,628341.408,460438.227,595131.774,568991.4715,571425.2114,592628.5774,618886.4436,631182.0527,610914.9778,707713.3623,578475.7268,584053.3706,610107.9618,606772.8633,631552.8628,610593.0464,507200.9674,429634.258,673003.1609,594532.6027,590247.2701,550597.9416,480618.4119,515321.7036,556604.3213,623685.9499,595360.9925,561566.0989,569330.9285,600050.2387,612592.8355,595733.9458,582984.9019,637849.8463,593383.1273,597033.3943,697572.8949,579652.7047,606187.3605,673356.1136,670370.7638,727131.4662,664443.5334,608842.7907,699890.8902,707782.3554,703927.7128,758474.2958,793057.4768,861443.6974
61,8396761.57,8623796.39,8737407.595,8746297.512,9106631.733,8667478.532,8432725.455,8545108.616,9002762.82,9067518.056,9179213.779,10372707.92,8818129.907,9055990.322,9205029.685,9204105.765,9621376.019,9312794.392,8878582.202,9174404.788,9866874.956,9832068.415,9664180.708,10887586.31,9089530.034,9677559.131,9666394.779,9040847.697,9042861.833,8755024.543,8509079.548,8491371.389,8841055.557,8947144.784,8772837.569,10286928.41,8313324.073,8611133.425,8622062.576,8570214.295,8584475.682,8535699.041,8367921.231,8599305.822,9008975.864,8958703.029,8840994.655,9812301.116,8798324.17,9078596.108,9499668.209,9491293.994,9525770.162,9410306.938,9035005.91,9407732.322,9916591.001,10085938.35,10100810.29,12059472.27,9809168.654,10132533.84,10705519.37,10066028.18,10459781.17,10387813.41,10138765.07,10203507.09,10499023.25,11185469.93,11724341.29,14240329.7,11100337,11193872.85,11350424.59,11435315.79
6111,4547305.843,4572276.741,4650157.592,4705479.687,4740001.11,4726530.91,4513781.155,4511921.433,4723514.896,4776251.943,4768808.248,5775556.935,4833548.225,4751446.921,4784061.934,4799470.489,4877875.362,4850205.815,4614723.977,4737667.19,4895491.894,5022926.642,4970013.04,6011828.887,5023971.951,4979838.929,5004106.81,4772802.175,4791282.636,4742080.585,4469955.588,4419005.768,4458098.468,4467620.424,4322948.769,5264439.838,4385348.19,4366616.25,4384159.851,4301645.853,4375204.107,4327823.657,4317505.819,4374857.909,4518391.518,4569608.903,4439624.741,5202124.99,4675045.804,4633391.752,4737000.119,4815555.067,4885797.989,4874508.443,4736924.714,4759297.746,4994525.04,5080579.112,5072391.63,6323013.5,5155173.831,5190347.541,5333688.909,5335958.009,5401059.276,5249877.719,5117092.228,4979325.236,5274299.261,5396467.864,5745466.365,7271268.823,5542439.658,5548707.767,5693305.938,5677503.152
6113,3517494.86,3721838.077,3736956.222,3711377.287,4016954.283,3581530.945,3561901.693,3680877.872,3912102.278,3923306.961,4044080.534,4190295.018,3634936.421,3949925.945,4053642.031,4049485.342,4371356.98,4094871.714,3888475.301,4084374.033,4607297.262,4454765.217,4335443.722,4493339.17,3743822.953,4361933.643,4321247.256,3986136.003,3963578.363,3735962.29,3757884.162,3799514.412,4105817.205,4212983.117,4174842.389,4728634.968,3680391.781,3999885.746,3991176.405,4026294.174,3960267.919,3954605.637,3792578.121,3970010.709,4229990.074,4133161.924,4130774.48,4305488.401,3846944.923,4134760.607,4407608.485,4317783.548,4223656.769,4136965.878,3924140.041,4269809.101,4503248.846,4584896.169,4622220.308,5231644.52,4248490.58,4516585.244,4919435.916,4328445.858,4616702.576,4688813.391,4576105.162,4769058.734,4776810.598,5302541.499,5510967.376,6402740.501,5077161.312,5171163.282,5134904.195,5254934.169
6116,331960.867,329681.5716,350293.7815,329440.5376,349676.3393,359416.6769,357042.6068,352309.3114,367145.6461,367959.1528,366324.9973,406855.9711,349645.2604,354617.4562,367325.7198,355149.9338,372143.6776,367716.8626,375382.9236,352363.5654,364085.7995,354376.5564,358723.9459,382418.2529,321735.1296,335786.5592,341040.713,281909.5186,288000.8344,276981.6683,281239.7986,272851.2097,277139.8829,266541.2426,275046.411,293853.6036,247584.1031,244631.4287,246726.3205,242274.2671,249003.6559,253269.7465,257837.2916,254437.203,260594.2721,255932.202,270595.4347,304687.726,276333.4432,310443.749,355059.6048,357955.379,416315.4036,398832.6166,373941.1543,378625.4751,418817.1153,420463.0702,406198.3505,504814.2447,405504.2435,425601.057,452394.5474,401624.3139,442019.3146,449122.2967,445567.6762,455123.1168,447913.3957,486460.5617,467907.5479,566320.3754,480736.027,474001.8043,522214.4578,502878.4712
62,4707570.768,4835617.362,4896696.822,5011174.242,5414416.189,5035874.317,5145941.268,5250895.935,5240686.527,5257712.723,5327765.096,6046247.264,5482955.022,5350755.904,5408221.138,5537758.229,5585973.873,5452070.565,5478721.877,5456718.739,5548155.398,5860497.632,5467515.674,6623632.389,5570201.995,5572111.887,5610476.086,5353961.69,5333472.352,5335617.376,5534154.031,5207162.283,5677583.995,5944684.579,5853238.929,7549347.239,5851725.033,5842272.115,6031259.71,6219965.716,6353694.868,6069057.683,5584259.087,5332511.723,5131225.394,4971786.821,4939920.135,5853120.915,4827023.48,5272960.468,5405888.921,5465120.577,6002817.057,5402028.003,5432388.011,5454250.581,5517296.017,5560469.405,5516853.704,7002086.624,5743732.137,5740727.061,6061673.337,5786450.213,6444146.026,6051406.939,5886048.748,5860277.477,5741499.164,5914519.122,6080907.832,7293142.971,6475731.129,6709603.708,6974281.547,6678899.434
6211,446298.8842,437991.6939,426544.204,430865.7739,432093.913,436426.6034,457378.4539,493570.9518,469876.002,473327.4918,494369.5888,650525.2508,531844.6794,509374.623,458804.3588,514927.7125,466759.5922,432034.4054,554256.1971,479163.9974,494159.2799,496986.3305,448322.6445,604312.8115,473314.427,464521.8367,422101.7606,408895.493,397791.0457,417013.9135,420559.6676,436268.3757,449894.3338,466687.8376,458154.8738,512533.15,415393.0651,430428.6874,461945.9856,467603.8383,457650.8711,447810.4352,506624.6442,467335.2311,523182.1913,491580.6414,507914.2198,585855.9935,439202.2505,619631.496,603075.9944,613795.0533,602416.7828,595071.3124,639199.4383,676225.1379,680384.1775,705704.4333,611335.1482,853404.1775,584802.3028,575777.7088,672678.8478,578636.7575,619290.6745,602908.0751,579849.1413,598405.1103,588558.2108,556597.0711,633695.1769,802407.984,784983.3588,779788.8354,792759.9754,783182.3238
6212,235191.6292,219207.2213,227695.2197,230157.0009,234360.8815,234535.8721,228615.7659,229232.5091,235035.851,232781.0806,237304.159,279057.629,226326.8049,220647.3582,224997.0943,228896.602,230211.3047,237560.054,231809.8915,235071.5436,214644.0281,221674.4232,226536.056,267193.7368,240797.2817,223787.0271,215358.0067,165391.8509,166912.2627,177517.1658,182879.0231,193114.0266,196153.9913,208717.1624,205007.2133,255774.1593,211708.6615,216013.2199,214151.1134,214923.6896,223250.1945,233069.8137,222970.8637,235851.1268,226081.9996,243881.0688,226186.6161,307693.624,275677.053,291405.2647,305722.233,299889.6221,319481.1694,328384.2228,290386.2804,301004.4939,283110.1619,300256.4197,324388.551,423324.302,306361.6042,312677.4525,346538.9276,324296.25,307597.247,332708.5357,321883.5521,296553.7632,293653.607,286615.072,307215.7622,348873.7025,363487.6129,407038.5716,449621.6231,418486.0018
6213,219196.9643,227697.9644,228679.6383,229955.0876,239329.5865,235049.4055,234241.5289,236557.3624,222142.3089,242023.49,239851.7777,268357.9288,235028.0234,235233.5205,236547.6306,235729.2573,245667.9394,236059.3451,240991.5355,237813.7938,234500.2744,245103.5382,249053.051,297162.9549,242352.5759,239395.0097,241474.3296,218351.4955,230120.0794,238567.3911,239893.9006,237485.9431,237130.2892,247132.8803,230806.4428,282296.7335,200413.4708,215701.6218,212216.51,212284.9635,219497.2615,217393.1085,213052.0554,219288.699,215834.3349,217161.2861,222635.2735,247041.9054,217244.961,223604.4525,223993.1104,237878.9757,243017.9765,235529.5579,252863.3012,249762.655,241793.1435,241031.1054,237720.4298,280340.7297,258471.23,249338.4209,272499.7112,247881.4524,268619.9531,261243.9885,266712.8462,255955.1666,259963.9332,253410.9976,278081.0949,318646.2134,304554.198,326124.8636,317637.7599,308103.9817
6214,63532.2433,62553.279,60556.6409,61534.8021,62837.368,63736.2797,67546.2666,72749.5266,68948.4498,70008.3334,73781.7501,94136.5517,77315.7321,74054.5037,67740.3791,75680.5937,68527.102,64149.2115,80920.8012,70951.9451,73994.4485,75143.5509,67162.3701,92380.1179,72407.0701,70091.3366,64054.503,62645.7742,61516.1684,63949.6778,64896.0478,67608.88,69834.4776,72525.7703,70063.6424,79320.3842,64817.5649,67151.2747,72177.2053,72677.7208,70933.6873,69431.4031,79314.1799,72693.1263,80600.4795,76335.1385,82560.6622,95844.5204,71439.5266,111095.6532,95671.8664,107748.2935,123046.904,133604.5977,108348.8428,105895.8172,137773.9671,128088.1367,114352.5377,190008.6069,138486.7513,143643.3525,139388.9222,139605.9473,135717.5299,138751.1706,121859.7499,119861.4268,117816.5158,147129.4543,129045.2884,180651.7914,142419.1204,141816.702,140499.0151,134504.5793
6215,1632087.605,1770803.519,1777119.93,1849989.777,2018790.469,1801201.379,1859270.899,1896110.463,1875376.41,1914029.118,1918429.483,1675701.033,1844360.094,1811388.437,1876598.649,1878454.819,1870146.888,1938971.187,1842277.385,1848223.465,2026010.596,2108106.849,1772603.286,2221464.22,1819209.642,1745503.15,1803344.101,1733432.351,1526448.969,1697903.34,1859586.618,1795966.234,1982253.37,2046200.582,2011582.528,2367575.011,2026599.171,2020228.195,2076250.523,2270765.623,2182122.347,2156433.847,1401556.219,1495991.097,1280642.597,1098287.207,953834.5054,1082211.38,960842.2706,1101759.592,1148641.937,1112767.717,1226368.082,1035002.274,1037542.086,1001551.689,1039306.227,991607.0327,1037716.205,1225605.41,1035420.53,1104110.894,1141421.907,1097094.174,1309162.299,1223962.739,1119616.105,1066346.532,1043922.51,1081804.611,1133634.237,1258052.436,1053583.223,1151185.933,1221893.203,1115130.944
6221,1458087.056,1472480.382,1492713.081,1533974.985,1699386.544,1593137.316,1611118.937,1644430.259,1678576.502,1645591.898,1657026.228,2251067.531,1855962.816,1830382.237,1831192.017,1902592.689,1949193.692,1853515.636,1822181.817,1888985.876,1786141.9,1994767.214,1959439.046,2223082.928,1978675.58,2107767.103,2103535.754,2055534.393,2185049.669,2024520.197,2054145.751,1772344.846,2033574.54,2194498.042,2149502.52,3167906.242,2214068.157,2198553.957,2284281.579,2287060.609,2426825.188,2212040.843,2422152.982,2120797.266,2051919.126,2109078.038,2179279.076,2587511.801,2104918.874,2157518.191,2225805.539,2276665.747,2606353.251,2249686.454,2274647.241,2272541.983,2279784.898,2331397.537,2284127.746,2840385.686,2517338.086,2462997.899,2526273.141,2445531.026,2778389.548,2550030.138,2520300.004,2574926.73,2466200.506,2672645.786,2619003.85,3180456.805,2809558.082,2873878.062,2984498.044,2846760.718
6223,308298.4546,319381.0368,333501.6117,341856.2559,366800.2824,337194.541,350362.081,355757.5032,333012.9795,341481.5127,348466.6337,408433.7342,351899.2269,333008.0594,351325.7574,361381.146,387052.6233,347947.7573,358935.2953,362509.4223,352730.0346,368053.6044,370511.7816,482161.8737,369913.1772,372750.5954,386049.0894,371687.5604,402900.3802,379089.2401,377832.4775,393743.3655,377426.0792,399069.3309,403797.3613,504530.4261,394068.5876,388253.0999,384032.905,393622.314,445900.1629,430039.936,416313.2791,418054.2566,419260.6042,420117.021,418343.2197,527312.6375,414908.2408,438846.985,450274.381,466102.6626,524070.8012,460925.6425,462787.8622,473178.5654,468769.9418,487734.3744,501045.0328,648901.8686,494788.8179,498933.1117,529855.7344,558347.0122,601118.5413,558379.8956,541579.5268,539345.3069,536007.9363,525311.3413,551495.1765,697395.7182,543416.81,570968.4544,588888.7399,596808.2511
