DOMINIO,01-2018,02-2018,03-2018,04-2018,05-2018,06-2018,07-2018,08-2018,09-2018,10-2018,11-2018,12-2018,01-2019,02-2019,03-2019,04-2019,05-2019,06-2019,07-2019,08-2019,09-2019,10-2019,11-2019,12-2019,01-2020,02-2020,03-2020,04-2020,05-2020,06-2020,07-2020,08-2020,09-2020,10-2020,11-2020,12-2020,01-2021,02-2021,03-2021,04-2021,05-2021,06-2021,07-2021,08-2021,09-2021,10-2021,11-2021,12-2021,01-2022,02-2022,03-2022,04-2022,05-2022,06-2022,07-2022,08-2022,09-2022,10-2022,11-2022,12-2022,01-2023,02-2023,03-2023,04-2023,05-2023,06-2023,07-2023,08-2023,09-2023,10-2023,11-2023,12-2023,01-2024,02-2024,03-2024,04-2024
4881,27956.00000,27976.00000,28026.00000,28060.00000,29036.00000,29092.00000,29083.00000,29029.00000,28974.00000,28488.00000,28372.00000,28250.00000,28509.00000,28564.00000,28324.00000,28583.00000,28477.00000,28465.00000,28722.00000,28635.00000,28724.00000,29047.00000,28978.00000,29220.00000,29132.00000,29392.00000,28783.00000,26581.00000,26776.00000,25579.00000,27583.00000,28557.00000,28344.00000,28041.00000,27770.00000,30786.00000,30070.00000,30023.00000,30055.00000,29771.00000,30320.00000,30191.00000,28458.00000,29103.00000,29710.00000,29928.00000,29251.00000,28864.00000,27332.00000,27913.00000,27212.00000,26998.00000,31724.00000,31551.00000,31877.00000,31749.00000,30988.00000,31627.00000,32403.00000,32658.00000,33752.00000,32985.00000,33821.00000,33341.00000,38876.00000,34365.00000,33036.00000,33530.00000,31598.00000,31893.00000,32518.00000,34201.00000,33634.00000,36047.00000,34098.00000,34321.00000
4883,13210.00110,13199.00110,13099.99830,13156.00300,13122.01090,13049.01000,13118.01000,13328.99550,13729.00520,13696.00200,13680.01030,13864.00840,13600.01420,13726.99620,13803.00600,13826.00100,14011.00080,13842.99710,13694.00840,13652.01020,13787.00840,13596.01280,13439.99720,13316.00660,13218.98840,13189.99540,12944.01470,12824.99530,12083.00280,11012.00020,10952.99420,10921.00340,10905.99880,10886.99710,10698.99870,10391.00310,10431.99260,10328.00180,11206.00120,11917.00840,12058.00020,12077.99550,12405.99780,12591.99220,12655.98940,12474.99660,12657.99820,12885.99920,13079.00130,13311.99980,12909.99600,13179.00290,13324.00570,13358.00410,13493.00950,13764.00230,13216.99050,13097.00650,12886.00440,13344.03130,13271.00340,13278.98710,12884.98780,12961.99200,13254.99060,13259.99800,13492.00100,13800.99560,13531.99280,13512.99560,13404.00110,13180.99660,13951.00120,13953.98850,14163.99940,14038.99900
4884,19152.00000,18599.00000,18769.00000,18673.00000,18662.00000,18331.00000,18823.00000,18638.00000,18537.00000,18359.00000,18473.00000,18433.00000,17664.00000,17727.00000,17627.00000,17696.00000,17815.00000,18250.00000,18225.00000,18137.00000,18164.00000,18099.00000,18095.00000,18393.00000,18646.00000,18738.00000,18623.00000,18410.00000,17290.00000,17340.00000,16904.00000,16735.00000,16229.00000,16158.00000,15950.00000,14482.00000,15493.00000,14729.00000,14606.00000,14427.00000,14542.00000,14924.00000,15182.00000,15020.00000,14981.00000,15074.00000,14692.00000,14979.00000,14430.00000,14836.00000,14809.00000,14770.00000,14912.00000,14962.00000,14790.99620,14263.99380,14683.00160,14700.00160,14922.00160,14820.00160,14842.99680,15427.00490,14631.99520,14655.99520,14645.99520,14684.99520,14753.00000,14729.00000,14216.00200,14298.00000,14402.00000,14302.00200,17195.00000,17190.99900,17162.00000,17165.00000
4885,165254.00000,168206.00000,168000.00000,168132.00000,169783.00000,169180.00000,177485.00000,173687.00000,178230.00000,175325.00000,178624.00000,179790.00000,175237.00000,175835.00000,176420.00000,175934.00000,177212.00000,178752.00000,183540.00000,178933.00000,184437.00000,184018.00000,186044.00000,188678.00000,186148.00000,184583.00000,187554.00000,179990.00000,171512.00000,174300.00000,174894.00000,174035.00000,174933.00000,176751.00000,177819.00000,179723.00000,184108.00000,186940.00000,186458.00000,182637.00000,182680.00000,184942.00000,195303.00000,199486.00000,198633.00000,207208.00000,203287.00000,191425.00000,194104.00000,195601.00000,182149.00000,186018.00000,177764.00000,192370.00000,183889.00000,179918.00000,177345.00000,171358.00000,172593.00000,173890.00000,162484.00000,166309.00000,169081.00000,174266.00000,178957.00000,172580.00000,174012.00000,176250.00000,166968.00000,177855.00000,178222.00000,184313.00000,166908.00000,164435.00000,165722.00000,156773.00000
4921,23482.99700,23483.99700,23992.00200,23735.00200,23968.00240,23523.00280,23828.00280,23924.99710,24019.99710,24341.99710,24432.99680,24282.99680,24225.00220,24074.00160,23958.00160,23877.00330,23981.00000,24196.00000,24069.00330,23946.99820,24410.99760,24859.99760,25113.99790,24942.99820,24841.00050,24827.00120,25155.99690,25197.99690,26383.99760,26669.99820,27291.00000,27234.99760,29717.00240,31650.99980,32094.99910,32380.99760,32590.00200,31693.99700,31890.00280,31664.99750,31943.99710,31437.00280,32667.99860,32526.00310,32551.00140,32565.99880,32730.99700,32736.00090,32718.00000,37895.00000,37668.00000,38274.99640,43386.00000,42963.00120,37966.00310,38496.99470,39518.99950,39443.00200,39964.00720,40596.99550,40702.00070,40452.99280,40330.99280,40372.00640,40171.99380,41709.00640,40814.99200,40826.99310,40596.99400,41070.00560,43390.99900,43987.99780,44787.00320,44615.00280,44917.99310,46435.99980
4931,24502.00000,24057.00000,24121.00000,22279.00000,22186.00000,22116.00000,22033.00000,22570.00000,22487.00000,21994.00000,22253.00000,21003.00000,22329.00000,22497.00000,22698.00000,21202.00000,22630.00000,21837.00000,22055.00000,22415.00000,22488.00000,22608.00000,22718.00000,22592.00000,22717.00000,22731.00000,22085.00000,22834.00000,23098.00000,22450.00000,22537.00000,22688.00000,22651.00000,22788.00000,23031.00000,22036.00000,24229.00000,23326.00000,23176.00000,22766.00000,22952.00000,22543.00000,27068.00000,26926.00000,27218.00000,27339.00000,33068.00000,31713.00000,35093.00000,35104.00000,31403.00000,29970.00000,29215.00000,29746.00000,31604.00000,31845.00000,31613.00000,31109.00000,33385.00000,30871.00000,29482.00000,29829.00000,26882.00000,26958.00000,23316.00000,24515.00000,27723.00000,27468.00000,42684.00000,22670.00000,23019.00000,25070.00000,32713.00000,33862.00000,31722.00000,32841.00000
51,272714.45970,273894.66170,275285.05830,276246.88590,278542.61410,278828.70340,280941.49170,278156.46540,276286.15630,276622.49560,278601.85180,278511.26230,275350.06840,273907.85940,273613.15030,274463.30220,273998.65100,275320.03630,292867.52440,264925.06740,267831.95040,267241.36310,268814.63580,266688.00400,259088.81000,258444.81160,255942.57890,256172.43720,251263.13900,248441.19090,227444.18410,216915.79210,223600.14190,224634.77250,221559.49230,221081.00140,204164.49610,202747.54610,202336.78250,200101.36210,200532.88580,201575.14000,202808.32220,198499.25130,198215.55410,197406.44470,204719.74070,208633.52160,199053.11690,194138.23340,193795.59860,195484.38690,197077.43800,200935.75580,202420.18270,198377.34030,194292.10210,193828.27000,194376.85780,194077.86290,187166.90350,186641.98410,187215.87620,185425.23530,194722.06630,195127.29150,196519.99340,191648.22880,188835.99850,189387.04950,191507.17030,190614.12120,190265.00160,185214.91270,179219.92080,172814.08970
5111,39120.00000,38777.00000,38685.00000,38642.00000,38584.00000,38643.00000,38483.00000,38034.00000,37628.00000,37762.00000,37371.00000,37227.00000,37188.00000,36804.00000,36734.00000,36568.00000,35924.00000,36967.00000,35481.00000,35373.00000,35312.00000,35021.00000,34821.00000,34137.00000,33465.00000,33271.00000,33407.00000,32734.00000,31527.00000,31376.00000,30980.00000,30618.00000,30594.00000,30728.00000,30139.00000,30037.00000,29676.00000,29534.00000,29653.00000,29411.00000,29389.00000,29084.00000,29588.00000,29242.00000,29757.00000,29516.00000,30255.00000,30144.00000,29919.00000,30189.00000,30754.00000,30382.00000,30145.00000,30301.00000,30221.00000,29429.00000,28059.00000,29192.00000,28878.00000,28340.00000,27794.00000,27385.00000,27392.00000,28384.00000,30711.00000,29460.00000,31346.00000,28455.00000,28495.00000,28663.00000,28322.00000,27992.00000,27428.00000,26921.00000,26117.00000,26435.00000
5121,66373.00000,67722.00000,69323.00000,70128.00000,71947.00000,73141.00000,74286.00000,72387.00000,71781.00000,71822.00000,72371.00000,72820.00000,69980.00000,70531.00000,71715.00000,73216.00000,74258.00000,75797.00000,99372.00000,76596.00000,76040.00000,75295.00000,75599.00000,75257.00000,70609.00000,70410.00000,69666.00000,66963.00000,65854.00000,64220.00000,47422.00000,37891.00000,44208.00000,45707.00000,43991.00000,43033.00000,24516.00000,29458.00000,28877.00000,27173.00000,27468.00000,29824.00000,30750.00000,31486.00000,30689.00000,30573.00000,32972.00000,37315.00000,30866.00000,28049.00000,29566.00000,31646.00000,34803.00000,38022.00000,38632.00000,35370.00000,33812.00000,35954.00000,36952.00000,37451.00000,32061.00000,32227.00000,33147.00000,30630.00000,37373.00000,39733.00000,38561.00000,36373.00000,34732.00000,35544.00000,37304.00000,36675.00000,33175.00000,30631.00000,30763.00000,27675.00000
5151,16211.20960,16221.24700,16269.11050,16290.22670,16351.22120,15807.37680,15840.40050,15894.11790,15585.96070,15594.07260,17379.05820,17090.20330,17445.29540,16535.24460,16741.09270,16742.05320,15941.52020,15346.65990,15225.76380,15291.30900,15369.21360,15346.06070,16695.29170,16123.28840,13894.63760,14763.69680,14662.59990,13643.48200,13717.07350,13690.85450,13902.53680,13923.14480,13923.10830,13852.06010,15010.86110,14417.17720,13038.68300,13102.85720,13166.83210,13197.70190,13227.95540,13211.20520,13170.41430,13175.18410,13392.79660,13502.51520,14941.96210,15015.54700,14924.24810,14384.28820,14060.84100,14016.64930,13443.23560,13865.02900,15304.48310,15556.54030,16317.13850,16529.20620,16508.91250,16310.00290,16196.88750,16260.05110,16349.73120,16222.22550,16244.18720,16200.19580,16179.00870,16261.26110,16210.09600,16021.07940,16137.20020,16231.04630,16590.01090,16089.88800,16554.94050,17036.16550
5173,131756.25010,129813.41470,129190.94780,129225.65920,129578.39290,129453.32660,129467.09120,128985.34750,128477.19560,128283.42300,128284.79360,128030.05900,126511.77300,126072.61480,124900.05760,124433.24900,124826.13080,123964.37640,119820.76060,114697.75840,118757.73680,118573.30240,118566.34410,118086.71560,117036.17240,116915.11480,114798.97900,119612.95520,117002.06550,116204.33640,112266.64730,112198.64730,112499.03360,112480.71240,110661.63120,112269.82420,109719.81310,110158.68890,109779.95040,109527.66020,109413.93040,108954.93480,108482.90790,107406.06720,107433.75750,107121.92950,106765.77860,106185.97460,105588.86880,104993.94520,104511.75760,104678.73760,104825.20240,104312.72680,103789.69960,103309.80000,101689.96360,97991.06380,97903.94530,97660.86000,97384.01600,97225.93300,97191.14500,96526.00980,96793.87910,96200.09570,96008.98470,95764.96770,95638.90250,95155.97010,95678.97010,95160.07490,99370.99070,99072.02470,93113.98030,89260.92420
5182,19254.00000,21361.00000,21817.00000,21961.00000,22082.00000,21784.00000,22865.00000,22856.00000,22814.00000,23161.00000,23196.00000,23344.00000,24225.00000,23965.00000,23523.00000,23504.00000,23049.00000,23245.00000,22968.00000,22967.00000,22353.00000,23006.00000,23133.00000,23084.00000,24084.00000,23085.00000,23408.00000,23219.00000,23163.00000,22950.00000,22873.00000,22285.00000,22376.00000,21867.00000,21757.00000,21324.00000,27214.00000,20494.00000,20860.00000,20792.00000,21034.00000,20501.00000,20817.00000,17190.00000,16943.00000,16693.00000,19785.00000,19973.00000,17755.00000,16522.00000,14903.00000,14761.00000,13861.00000,14435.00000,14473.00000,14712.00000,14414.00000,14162.00000,14134.00000,14316.00000,13731.00000,13544.00000,13136.00000,13663.00000,13600.00000,13534.00000,14425.00000,14794.00000,13760.00000,14003.00000,14065.00000,14556.00000,13701.00000,12501.00000,12671.00000,12407.00000
53,248461.00000,248927.00000,248113.00000,254785.00000,252101.00000,251735.00000,251235.00000,251820.00000,251499.00000,251984.00000,251620.00000,251357.00000,252226.00000,259833.00000,259545.00000,258581.00000,255061.00000,252908.00000,259782.00000,259148.00000,257116.00000,256949.00000,266940.00000,267238.00000,266790.00000,266293.00000,264468.00000,262625.00000,258976.00000,261741.00000,261231.00000,261582.00000,260803.00000,260981.00000,260928.00000,259918.00000,251976.00000,252011.00000,253146.00000,255153.00000,251959.00000,251660.00000,247002.00000,245603.00000,245450.00000,245965.00000,249334.00000,244718.00000,230056.00000,243375.00000,245220.00000,240875.00000,248777.00000,244088.00000,247342.00000,246575.00000,240508.00000,242935.00000,246608.00000,248662.00000,240324.00000,242576.00000,241665.00000,243949.00000,233711.00000,242767.00000,243055.00000,243256.00000,249212.00000,249428.00000,253106.00000,253626.00000,253043.00000,265672.00000,262985.00000,261546.00000
5311,73538.00000,73430.00000,73540.00000,73669.00000,73556.00000,73522.00000,73468.00000,73478.00000,73401.00000,73449.00000,73480.00000,73446.00000,73496.00000,73764.00000,73690.00000,73796.00000,73520.00000,73258.00000,73559.00000,73548.00000,73248.00000,73261.00000,74946.00000,74983.00000,74937.00000,74921.00000,75011.00000,75164.00000,74918.00000,75117.00000,75080.00000,75100.00000,75208.00000,75270.00000,75253.00000,75055.00000,74359.00000,74493.00000,74431.00000,74857.00000,74712.00000,74737.00000,74924.00000,75394.00000,75362.00000,75572.00000,79499.00000,78136.00000,69724.00000,72296.00000,72611.00000,72604.00000,76233.00000,75334.00000,75880.00000,74723.00000,71005.00000,72283.00000,75534.00000,77830.00000,76148.00000,75789.00000,76657.00000,76507.00000,74799.00000,76624.00000,77584.00000,78305.00000,78038.00000,79913.00000,83063.00000,85381.00000,81283.00000,77814.00000,77788.00000,77762.00000
5312,57963.00000,57600.00000,59278.00000,60362.00000,58300.00000,58308.00000,57904.00000,57947.00000,57925.00000,58229.00000,58515.00000,58127.00000,58922.00000,63855.00000,63370.00000,62973.00000,60285.00000,59874.00000,65150.00000,65163.00000,64402.00000,64330.00000,67762.00000,68199.00000,67630.00000,67301.00000,66553.00000,67628.00000,65591.00000,68524.00000,68511.00000,69594.00000,68719.00000,70049.00000,70001.00000,69663.00000,65554.00000,65091.00000,65759.00000,67335.00000,65595.00000,65638.00000,60833.00000,59566.00000,59559.00000,58842.00000,57719.00000,56021.00000,58297.00000,59447.00000,61131.00000,58355.00000,60588.00000,59738.00000,59401.00000,61063.00000,61415.00000,59967.00000,60444.00000,60627.00000,55271.00000,55366.00000,55225.00000,58072.00000,53988.00000,57827.00000,59094.00000,59949.00000,64882.00000,60042.00000,60683.00000,57572.00000,58428.00000,69212.00000,66664.00000,66135.00000
5313,51073.00000,52008.00000,52486.00000,52701.00000,52219.00000,52114.00000,51976.00000,52205.00000,51953.00000,52054.00000,52120.00000,52078.00000,52348.00000,54107.00000,53621.00000,53671.00000,52851.00000,51893.00000,53487.00000,53466.00000,52674.00000,52575.00000,57114.00000,57417.00000,57339.00000,57313.00000,57150.00000,57522.00000,56712.00000,57809.00000,57759.00000,57713.00000,58225.00000,58510.00000,58485.00000,57806.00000,54966.00000,54759.00000,54893.00000,56096.00000,54607.00000,54604.00000,54335.00000,55298.00000,55113.00000,55735.00000,54655.00000,52039.00000,49260.00000,53642.00000,54241.00000,53084.00000,54722.00000,53169.00000,55576.00000,55011.00000,55355.00000,54168.00000,54921.00000,53367.00000,51065.00000,50194.00000,50052.00000,50533.00000,49470.00000,49993.00000,50458.00000,50634.00000,51375.00000,50664.00000,49225.00000,50259.00000,52269.00000,54085.00000,55726.00000,55727.00000
5321,14679.00000,14740.00000,14560.00000,14634.00000,14805.00000,14861.00000,15037.00000,15089.00000,15250.00000,15350.00000,14632.00000,14668.00000,14995.00000,15393.00000,15405.00000,15534.00000,15643.00000,15630.00000,15787.00000,15567.00000,15635.00000,15460.00000,15902.00000,15301.00000,15831.00000,16103.00000,15952.00000,15474.00000,15819.00000,14651.00000,14313.00000,14309.00000,13583.00000,13676.00000,13724.00000,13821.00000,14264.00000,14521.00000,14955.00000,14555.00000,14702.00000,14647.00000,14765.00000,14970.00000,14868.00000,15022.00000,15809.00000,15862.00000,13262.00000,13686.00000,13766.00000,13652.00000,13983.00000,13875.00000,14170.00000,14145.00000,13998.00000,14716.00000,14470.00000,14631.00000,15331.00000,15339.00000,15403.00000,14603.00000,14687.00000,13854.00000,14953.00000,14405.00000,14538.00000,14234.00000,14725.00000,14391.00000,17249.00000,19040.00000,19345.00000,18678.00000
5324,51208.00000,51149.00000,48249.00000,53419.00000,53221.00000,52930.00000,52850.00000,53101.00000,52970.00000,52902.00000,52873.00000,53038.00000,52465.00000,52714.00000,53459.00000,52607.00000,52762.00000,52253.00000,51799.00000,51404.00000,51157.00000,51323.00000,51216.00000,51338.00000,51053.00000,50655.00000,49802.00000,46837.00000,45936.00000,45640.00000,45568.00000,44866.00000,45068.00000,43476.00000,43465.00000,43573.00000,42833.00000,43147.00000,43108.00000,42310.00000,42343.00000,42034.00000,42145.00000,40375.00000,40548.00000,40794.00000,41652.00000,42660.00000,39513.00000,44304.00000,43471.00000,43180.00000,43251.00000,41972.00000,42315.00000,41633.00000,38735.00000,41801.00000,41239.00000,42207.00000,42509.00000,45888.00000,44328.00000,44234.00000,40767.00000,44469.00000,40966.00000,39963.00000,40379.00000,44575.00000,45410.00000,46023.00000,43814.00000,45521.00000,43462.00000,43244.00000
