DOMINIO,01-2018,02-2018,03-2018,04-2018,05-2018,06-2018,07-2018,08-2018,09-2018,10-2018,11-2018,12-2018,01-2019,02-2019,03-2019,04-2019,05-2019,06-2019,07-2019,08-2019,09-2019,10-2019,11-2019,12-2019,01-2020,02-2020,03-2020,04-2020,05-2020,06-2020,07-2020,08-2020,09-2020,10-2020,11-2020,12-2020,01-2021,02-2021,03-2021,04-2021,05-2021,06-2021,07-2021,08-2021,09-2021,10-2021,11-2021,12-2021,01-2022,02-2022,03-2022,04-2022,05-2022,06-2022,07-2022,08-2022,09-2022,10-2022,11-2022,12-2022,01-2023,02-2023,03-2023,04-2023,05-2023,06-2023,07-2023,08-2023,09-2023,10-2023,11-2023,12-2023,01-2024,02-2024
5411,82.82702062,80.67912467,88.08803013,92.24761166,100.3545427,105.9816081,96.28062518,99.43287083,100.1288556,103.5652441,109.7148511,140.6996153,97.7077156,88.98450339,107.9446807,98.87448647,105.9882864,103.0811594,107.4767166,96.88992646,101.2444136,105.9343833,107.0595143,151.6810502,92.27948205,88.14206588,94.54920783,87.15447066,76.96186666,90.07213389,97.17158432,84.03800224,90.85865168,107.9391413,95.01363094,122.9787634,97.71048925,87.51847125,96.30440064,94.55701543,90.71180781,107.0358575,107.2686961,101.938162,105.7256034,103.1765829,103.0149178,158.0942513,90.32634701,96.88788355,117.205494,102.09801,112.1010976,146.3796952,120.1434317,113.6053461,105.2801086,118.8772013,146.0700262,179.6859047,89.27251111,89.4935266,127.5718986,99.92517235,116.3443106,121.607214,108.8504202,114.1354257,109.4813719,112.0907568,134.4979811,161.3437227,99.36906605,113.9285068
5412,91.10570768,100.1421934,105.2188457,108.2581647,101.1743078,108.8927859,81.62535173,88.86973302,89.4059702,98.45922034,113.7756496,113.0720699,87.48016337,90.86307454,97.71243044,98.31599519,94.20837613,97.76856305,91.74782516,87.33972966,88.63701046,97.30594663,111.7169424,122.2773623,92.63176723,88.18829609,93.23801251,93.4288835,96.77059967,86.72134871,85.20903205,79.96145854,79.74150984,85.61953695,88.44562345,114.3336181,77.59183408,88.44259399,94.33928918,87.44963105,93.28161947,88.52388354,78.07256488,75.58128867,75.07563843,79.21669637,92.15492951,104.3564903,79.36853776,95.48951422,103.9292019,92.22958764,102.9956315,93.56589466,92.97219317,93.59501465,90.75329227,95.42825165,118.229935,135.3929781,91.58128444,104.258222,105.2641546,90.16734788,108.798699,105.5457921,89.2564203,97.03800082,88.35474198,99.61735054,111.4064731,127.1874012,115.0252715,119.4524137
5413,100.3101229,88.37811827,89.33763542,88.24921778,94.60280682,102.7755429,94.55106437,93.04680976,98.48526079,103.5765398,120.8378393,125.8490419,80.76923953,91.53871303,111.1341072,99.10241881,98.77303978,99.8583912,104.3152465,99.30870538,113.5603519,102.5122779,124.5675234,120.2726788,78.28272993,86.23224327,94.36529045,113.0910079,84.67875804,99.5269291,95.98316028,102.8973888,89.07673474,93.37268561,97.6016808,102.5106088,70.43999236,78.52509118,76.94801915,79.03823749,76.22296135,80.1968333,86.48458083,90.49645147,91.41129542,79.61066442,95.35282359,116.0836742,57.30782035,55.51865393,67.11976369,80.22392011,70.04161667,68.63207827,71.69106756,81.76712167,74.74665407,87.95527665,85.60258665,90.68198373,65.27937436,60.97352673,75.75009391,69.393666,75.90153852,78.56496104,79.45013656,77.42272506,73.24753415,75.75157376,82.19030993,114.1281985,72.62250571,76.07397314
5415,76.64877099,92.77366961,99.46616326,87.35912946,111.5286526,96.60369631,98.74973822,96.56552529,93.35400654,112.7976903,113.8613743,120.2915831,84.68411293,95.30572854,99.11631761,91.73196451,118.4894921,98.3036651,101.8100612,98.71368351,103.8663892,92.58413498,124.3470883,106.9284559,84.97846734,86.84192839,78.97656884,83.92889281,93.26083378,89.12970879,83.58357791,90.80007147,93.35188591,87.68453359,102.3599848,104.6957411,65.96338896,68.81145056,68.69285226,66.47530613,77.54416511,84.36892595,77.88201318,77.9628345,95.95296654,87.04974581,92.36066927,107.1479129,80.79035366,83.52266504,83.26976435,87.09444665,99.60292416,84.07215938,87.19969705,92.57897501,88.43856189,96.93586015,113.664408,117.8098086,94.89688581,95.93708954,98.3545992,106.0330271,113.0481727,110.830479,117.9891746,108.4837056,100.2240839,104.430416,123.7401129,140.892134,89.45483326,105.2340771
5416,85.37963369,81.48703444,84.2182212,86.12500244,95.09082042,92.63361504,102.0401214,126.2967566,89.06765692,121.2868036,108.8152365,127.5590977,83.93291869,82.01584885,86.9207474,82.81025974,87.94910648,86.51613191,88.48737937,107.2430699,78.01701901,105.9720945,89.02022511,106.7637456,74.67336755,67.26628699,81.28340427,61.22630183,57.7007662,59.8190247,72.44245599,119.2333779,77.65757285,89.66982798,86.29087971,107.2489941,65.93232829,65.19181925,81.42019469,76.43124222,79.25410035,81.84426258,82.53068737,92.59795702,75.36026902,77.16086008,67.64276507,80.52894427,31.30144835,34.08410399,54.19651359,34.96588056,40.89963458,41.64236531,45.85254054,61.70218625,49.63510278,62.9888277,58.71057093,68.89550267,46.6574024,56.43910253,57.56059523,49.85093817,55.30872163,59.11893449,58.37553986,76.87806183,57.61334034,71.936558,63.57636076,89.3852715,44.16596057,48.49981742
5418,70.22925945,78.06566758,79.68410878,83.67979627,103.6700539,103.0323986,95.47119504,101.0758711,99.27140386,116.3851525,115.5259593,153.9091336,67.40147322,80.15671497,76.63164998,84.73489582,90.24133221,95.98258709,95.40113635,97.75894034,89.10355256,100.1501215,107.4892806,142.5424866,66.70597317,71.01270488,72.07689875,65.73974664,56.60972721,58.52618648,72.55224518,60.3882286,65.99551546,81.81454928,93.62749653,112.687755,63.8274454,71.85827833,82.02968581,77.42434366,92.24040772,86.62984687,97.3955068,112.1000195,91.12136702,94.19178278,100.6520523,136.1947722,52.26969351,71.12674315,75.04502001,89.89381129,96.03568089,84.80883594,112.2936047,114.9937296,113.9999419,114.8908204,142.2966506,165.7411885,89.65870938,89.37695661,103.8712924,98.49831493,109.9591601,131.3940155,122.7503952,126.5801599,122.3163128,138.4083247,131.7381637,188.5413685,88.09208691,100.320103
5419,68.12056201,73.2640693,90.15958687,95.63241137,101.7627518,115.0704016,108.8843697,93.96092554,110.9588889,104.1337948,111.8491821,126.203056,63.62727974,74.33854861,92.5051593,85.46090241,85.39961393,95.05003971,86.36245464,88.99936613,94.40785148,91.134992,109.8554597,124.8514004,59.05524785,80.56074687,93.76379863,81.70892783,59.995298,66.66813781,65.20504976,68.33772333,76.65599747,85.29619458,87.41973953,100.1437363,70.00184198,76.41880416,75.7382779,75.39757751,82.24740767,77.7412159,75.97277969,89.10300033,89.07608524,90.45870255,106.5882451,135.3677201,73.89994297,76.98375057,100.3629144,81.37094948,88.17036702,92.46041264,104.5970243,94.73802577,93.03081063,107.63633,111.3818272,132.3329949,87.57892139,92.04990869,97.34750625,93.16989652,98.26505282,108.587338,99.71909774,109.566306,97.19416098,101.5351726,113.1382358,119.9274453,93.93308501,96.50349406
56,91.21394631,91.05689,98.37086396,96.14173397,100.0935661,100.3418744,99.21044768,101.6021604,99.42475684,100.0517416,105.0899796,117.4020389,97.60532062,97.33899827,102.9350347,96.97395636,105.1636254,101.3985314,100.4165146,102.7250526,101.676188,105.1949578,108.9614411,116.0766442,99.13552467,97.65287855,101.6642012,85.80453364,87.65306914,86.17686862,88.31156059,89.80588172,93.87664411,93.82163227,96.13679872,109.1883487,89.97881417,90.41903132,105.1605447,94.15020847,95.26617999,94.07626929,77.60266942,62.52079303,56.77815744,55.0409724,58.02578841,64.32741339,46.60947339,48.02064612,52.63126069,49.11259627,53.00677054,52.01776242,50.90374363,51.50858525,49.98976013,51.12873962,53.58330454,57.60316117,47.74423743,46.66034833,50.62638834,46.53705352,47.83013841,49.08340661,46.61458176,51.85358654,50.26485797,53.89169305,56.84052847,57.34003269,46.63823671,47.7963164
5611,90.76533597,91.50669247,95.22049799,96.25707621,99.74136457,101.7390512,101.1966452,100.8292799,101.642416,99.19034357,102.6559501,119.2553468,102.2152993,94.49564221,97.45540158,98.93383137,102.3654686,103.4237511,103.9809971,103.0442916,106.1816499,104.079871,103.0729726,117.4687719,101.6458251,94.95237332,94.17114247,85.60817898,82.35917342,83.88466621,83.82322126,83.28580658,86.70049487,84.87096249,84.4895961,94.58634947,86.79030635,81.74532776,83.80419672,84.7494603,83.75043327,87.83361638,78.36566094,66.47390332,55.24517864,54.34146317,56.80905775,60.98129517,34.96758946,31.60733113,35.77712713,34.37713893,42.80741523,40.58865107,31.80819677,29.98035803,29.93652716,26.47762845,31.61312243,36.70386888,25.82211309,27.9891508,28.47706643,28.22578138,32.20034311,33.22154216,25.93539666,24.69143486,24.15714181,24.54447938,27.568046,31.27965424,22.95105484,25.5652964
5613,88.50907578,91.23022277,102.3201874,94.49791426,98.98546085,98.95935781,97.22529619,99.70020327,98.98183772,99.88197071,104.7619105,124.9465627,94.73511882,99.6239139,109.1621281,98.40393459,108.7705513,101.2575319,102.4041317,105.2832186,103.0725248,110.3939001,112.2534675,121.6366743,105.0110872,107.3864664,116.511727,97.78280883,103.1928965,99.05068791,102.3354216,102.2839631,109.9564344,109.5250505,111.5806437,131.5604974,104.9453184,102.8744553,130.8949304,105.3199864,105.9364226,100.9835039,68.35883182,37.42954686,30.5112273,25.99922601,27.40815489,38.06468053,25.92261639,24.57562929,28.49706814,24.37979101,27.12304531,24.86684713,24.13978237,24.06787498,22.55161464,23.70900407,24.82231667,30.08211894,19.53293647,19.92882268,22.31087866,19.15326446,15.43913933,15.55301666,14.98597535,22.90240223,20.58175717,22.25137557,23.99881467,24.12029597,15.22751112,14.87838947
5614,101.9847287,95.96861698,103.714437,104.5812671,98.16713249,100.1909286,96.33146576,98.70204657,96.6140395,98.67368378,105.9399679,99.13168557,92.89701831,90.81456804,98.32442403,91.45754205,96.49581728,97.40449215,102.0516783,99.73716118,97.32484839,100.3203399,104.0133717,105.6876497,92.26552134,93.20802478,95.06990832,80.09803713,85.98855141,88.29032693,90.05095596,97.993829,96.51944095,96.05807471,101.9466399,98.07878682,92.21994296,96.60351476,103.0788734,96.45408956,100.7794924,100.937258,101.2166472,101.296126,98.27256102,98.75725633,100.7998577,100.8357546,84.65277992,95.25761946,101.6259871,95.32754625,96.55984065,96.71487975,96.78885536,101.4426988,98.87113696,99.54737313,96.57846269,101.4724358,91.99419505,91.27011474,98.27871302,90.80767789,106.5201763,115.3840868,108.9565083,110.0394283,110.9519923,95.87685838,103.1767883,92.55467688,93.71934408,111.5324402
5615,98.31964097,91.96372044,91.85721284,99.16287689,106.1346622,107.7397479,112.0873875,111.6304717,97.79484856,90.93544292,100.5973045,91.77668342,80.32163141,76.69043819,84.63584543,75.57240288,93.39207199,91.17849385,86.56929751,83.99095092,78.73714607,77.22995915,83.92896498,82.00636561,78.30791464,66.98257885,56.1140046,31.71202758,26.17283708,27.77762716,31.90329955,35.40730579,36.43664758,37.52741861,41.38978004,41.32871703,42.33192372,44.79763666,49.37106726,55.93104017,59.5947965,64.25212956,64.48665251,58.33080782,55.51309102,59.75614468,61.28871166,54.06039231,51.0486914,55.05417752,68.04175482,53.21681315,66.77040033,65.91637798,66.54011606,69.49652784,62.95687255,65.38427945,61.2192557,65.01860276,57.39258702,55.73013347,63.2850287,60.32160859,67.17371533,70.56123858,68.12857645,75.45504203,72.49453789,66.06136543,67.8381792,66.04114248,59.78083711,58.13539759
5616,93.24587314,92.60664286,93.7695552,97.88799647,99.13319688,98.99498002,98.81794773,102.4587647,101.4702919,98.5696181,105.9175658,117.1275671,99.81006911,100.172156,98.58573999,101.6569644,104.9957847,104.2410012,106.0235949,111.4143992,114.013793,112.8232415,126.017468,127.614352,106.6824662,101.757849,106.7522454,102.3185343,96.70131309,95.62766971,96.17065478,101.1068005,101.5963738,102.499195,107.7361912,123.7857552,93.34029793,99.28628387,106.1549243,106.6071347,107.142877,107.9768629,104.5463084,107.3047033,105.7456057,110.2977702,111.1697211,124.1906408,102.3840114,112.3472064,113.9601776,115.1452697,115.3780556,119.7359106,121.1189913,122.2446159,121.2483939,125.0374396,132.4654281,130.8491613,128.8930444,112.8650315,124.9225796,116.3407827,117.3787538,119.2164882,120.1333752,125.4856573,117.5836125,146.1764806,161.1978486,157.0352157,131.5074479,130.0489098
5617,91.6833093,90.89408153,100.975943,96.84195833,101.9555153,101.8103943,103.8260761,103.933531,97.95795912,103.7963843,105.1799978,101.1448499,94.33000445,91.82822492,99.83798092,97.32507801,105.5023192,99.46860631,95.44542675,107.303245,109.3371526,108.4904063,115.2599143,109.18905,84.73979449,89.38537711,92.75716261,77.66855594,79.77941016,86.62830847,91.76443357,93.00244241,94.24615911,100.7197562,100.2810576,102.5821084,77.75971625,77.72380858,90.71438266,87.17455565,83.04648171,85.58042657,91.30813515,95.9076557,91.72979238,91.17703937,107.3074842,105.8137203,63.83006296,77.31698258,68.54002452,75.27565076,77.86995837,67.73658358,70.81106568,70.94010413,69.33265828,69.84471963,81.78444382,84.01856857,63.25328435,58.01872708,72.87487862,73.88803046,64.46070245,64.00586712,68.23317682,68.81848204,80.35763949,83.94295466,84.46300476,96.18296378,63.31641429,57.40544927
5619,88.58903922,78.16373186,90.57719813,90.46226601,104.993238,99.21866258,91.17489212,105.5555272,96.15245151,117.7114286,116.5646789,120.8368859,128.646293,119.8937867,111.8445667,99.83058677,113.5467966,106.7287606,70.63096241,82.11421855,75.85789391,86.68887284,94.42477587,99.88689745,64.63034916,63.03499358,63.52880396,38.53399806,39.53958391,33.40441307,29.56890421,33.40284426,32.99937099,33.96153864,35.07141118,45.84458772,27.89249908,43.69047954,45.08402368,45.99484014,56.12673622,51.2108208,45.81880973,56.65189216,59.57420144,52.84548304,66.66178199,65.64268614,38.42702502,41.1846882,44.83954674,45.1554567,46.88811116,48.38034909,48.79406034,52.49684229,52.79071185,60.14966997,64.57332944,72.34695339,52.86926995,60.90268063,59.68677553,48.1580553,59.58177685,53.28761653,47.73546659,55.401539,64.23706811,71.98477454,56.83200995,69.7002239,58.45778443,58.66911024
562,88.44865703,88.91109377,93.03835631,95.22804799,102.7910908,101.884555,104.8694962,105.3191816,100.9790693,102.5747157,108.90253,107.0532063,99.76721569,96.41184875,102.8679752,99.42940174,101.6943977,103.5447162,110.2879922,107.2800547,101.0190835,107.1246174,111.9123356,113.5126326,103.739534,102.87404,102.7522549,69.03506385,89.27854939,90.79945795,100.0049569,98.906933,99.94007726,102.2103462,105.697162,106.7143726,99.74603492,106.7909487,106.4100049,107.9666906,108.0467725,107.5614178,110.4479769,111.0483935,108.7169294,105.1173016,116.0198319,109.4703313,83.40494705,77.23896804,98.81741097,86.27688118,84.43505109,88.58347592,104.1908657,107.701965,105.4594126,111.044264,110.1879252,107.1655918,102.2108938,110.5840473,108.4572821,99.64206394,105.5656488,114.8036196,107.8889163,118.425822,113.5313014,118.8648288,115.3285751,118.8716707,115.0858169,116.8647246
61,107.5683912,104.012888,102.9310302,102.2975719,104.9375372,89.96978332,71.16665812,105.0056978,106.6018777,107.2145286,104.0312722,94.26276377,101.8107681,94.50838013,94.25803391,86.36296948,91.95691071,76.93727369,65.04260905,91.9605826,94.9471636,93.70570078,92.12701881,87.28844745,91.07869464,88.38182284,84.55012389,73.61611501,71.58811079,66.73340771,53.27043614,78.46996565,78.08300493,75.16507236,75.0369769,75.69978561,67.13254509,68.95351044,70.56311134,67.67329523,69.36495195,64.09065116,49.85178375,74.26913656,75.64708453,73.25735194,75.687404,73.26616932,77.44744094,78.11609957,77.90991549,70.88524748,77.4043245,72.47942453,58.94745984,84.5747642,84.70188962,77.82794786,79.65806938,77.21083055,84.00934097,79.65373445,83.49165762,71.20520797,82.13658014,75.76684511,62.52166258,87.94004932,82.48782708,81.67060735,87.65089338,88.49923421,91.44114097,88.62992071
6111,104.5543677,105.0492339,108.2968466,106.3828239,107.5801553,103.5999889,69.61405932,86.21744289,107.6385092,100.1608826,99.64906655,101.2566232,84.00670927,81.62386102,83.32957625,77.75483894,82.23233009,77.41597148,51.78305409,63.45744167,86.47687525,75.21209394,76.67348905,81.92140458,81.26964486,80.1755813,78.84311076,60.76663245,63.76253547,64.42405698,42.36638746,51.89901386,65.33959783,59.61795557,59.58879603,63.6259487,61.4814272,63.23331468,64.14651417,62.01317243,64.95920176,62.6579001,39.67641381,55.25367253,70.22892801,64.86363752,66.57048905,67.68479977,72.95326051,70.42500066,72.82399508,65.06845082,74.601705,74.47504813,52.82542436,69.03368586,82.21625727,71.36975312,73.9070723,76.20237521,81.73398886,77.78393997,80.64736117,69.86411127,79.6397802,78.86609875,56.30971735,68.96394969,80.42216482,73.18666275,81.37408746,83.08375575,84.75104382,81.36616593
6113,111.8838208,103.8669898,98.81395783,99.2680438,103.0695432,75.79390881,68.8274048,122.9438988,106.1613365,114.5113904,108.0404422,86.81926295,120.5148153,106.767659,103.9068307,94.58589197,100.204074,73.56882411,72.93547369,118.0226046,103.0635547,110.6047307,106.0402049,91.29748617,101.4618067,97.00840451,91.70253236,90.01285311,83.25755314,72.55679513,64.29062011,107.1762567,93.9177423,93.16587082,92.38839162,90.43279254,75.88870501,77.60656597,79.32840381,74.94600157,75.68257746,66.61316194,58.89587401,94.71343734,83.19876803,83.22255731,86.85947399,80.15922157,84.57480379,87.2349546,84.17676503,77.51189306,80.41359117,70.62427322,62.9046279,100.7412831,88.11284621,83.63136986,85.53828948,78.21172791,87.32481192,81.34383098,86.3186744,72.71767412,84.44476038,72.17623851,65.46790254,106.6118197,84.31985692,88.72274429,93.8024639,94.71144844,98.31327262,95.37371127
6116,95.65805671,97.39907877,95.59475062,95.87170369,100.0467786,101.0917427,101.5486104,102.4994283,102.3443175,101.7724162,104.8455872,101.3275293,85.78444429,93.1281772,99.08527642,85.18060667,98.96361106,100.3047587,101.4282737,97.37548112,93.58248817,97.30478377,96.79848107,95.49866393,81.62299843,80.95080925,70.15278501,38.85560971,36.94299545,37.46183645,46.93748404,48.21126171,47.02440011,47.82101461,52.14786315,48.43209379,39.47869128,42.64361424,48.58391493,51.96097755,51.87862068,54.65796767,53.8645309,53.40948513,55.88491337,56.51934901,54.71966308,60.00135989,54.14377273,62.87675815,65.93720351,61.52057378,74.36146443,72.343959,73.24187684,71.86738261,76.06364408,79.86862231,75.773896,76.77159795,74.5564536,80.16552502,82.22050969,69.16896037,82.409077,81.23555296,85.58289791,80.97258369,83.33426206,88.92701965,85.54290805,79.43838986,86.66889147,89.19236895
62,99.81266655,95.19991171,99.2862786,96.52463366,100.7588925,98.39081264,100.1491675,105.4760318,98.9308379,102.1930044,105.3766593,97.90110341,106.3608352,103.3314845,106.6270159,104.3106014,106.1003825,100.3649827,106.6230083,101.551484,103.9479822,105.6365529,102.23457,108.5525031,107.5318724,103.1160055,96.57008858,65.48861999,73.33388244,85.71567267,98.75005624,99.20135621,104.7639703,108.6174644,110.7557636,115.6448222,110.3152837,106.0671894,109.5815134,103.483931,107.1218463,108.4574373,115.3106727,119.5016387,115.2248299,107.2815046,104.9378052,103.7455791,100.7083624,94.69641468,105.5313985,96.92884257,103.6461048,100.9763602,101.5245266,103.585796,98.42302691,100.2044688,102.7732736,103.8145179,101.2642316,97.72709359,110.0237904,95.15220105,102.1384793,104.2462823,103.3605323,104.1932612,98.75062289,105.1040452,101.7861287,105.300115,103.6473982,105.8706898
6211,109.7323721,99.36636989,95.79793759,94.74080206,99.26280187,94.45554765,97.38762214,113.1397561,99.12625821,99.36154567,115.0001691,82.62881755,126.6072635,118.7550057,114.1521165,126.6378547,121.8933037,105.6602812,132.4202812,105.9267332,128.9196565,120.1452398,104.0611444,130.6008345,105.2558504,102.0803343,89.83300077,50.92438408,58.77798898,67.34554177,74.72530675,86.36449095,89.4871796,89.74803358,92.23262063,90.05099077,80.98018339,81.78798043,77.1296924,77.81496286,92.3342905,90.5509052,96.62133917,93.73928081,95.65002711,92.52379701,97.73311721,102.0859818,80.71950964,69.56986226,88.19833951,77.65090286,83.79137131,83.58816816,88.36392471,91.26417747,88.3508094,82.60740009,89.83959841,81.75101715,79.87525308,77.09101772,84.69337397,69.78898369,70.24301358,72.60479227,73.73261188,77.06418857,72.5456774,70.37298087,74.41843414,77.52842936,73.36790821,80.82325795
6212,99.19177251,95.04305981,95.91025477,100.565772,101.8478519,99.8801565,102.6923561,106.4014263,98.32236615,99.68815029,97.18434005,103.2724936,103.9490645,95.62738075,97.81030686,96.7350716,97.15391676,93.17002518,96.2686249,93.51158637,87.89060215,87.84734893,94.23733449,93.97277847,99.01228557,90.1163217,78.32613324,36.29303339,35.86707784,44.01638996,53.60754936,62.50030817,65.09883025,68.43881406,80.49478913,81.4009965,81.59432885,79.83696207,84.15374957,83.53777942,84.88624958,85.66585106,85.41435473,87.52166609,83.43019994,88.88783988,97.32702221,96.04095256,91.24487394,88.40485201,96.45456607,85.17138604,103.293106,97.58874552,85.55230218,91.54558826,83.35694016,86.39681155,86.04756601,94.571674,86.06163886,86.94046944,95.9493874,83.16000586,78.87585843,93.39736675,84.54873204,87.65828044,82.34097299,80.45735812,81.94959949,86.05466533,83.51398678,92.96208255
6213,97.93925226,97.05088003,102.7446525,99.33636903,109.8803261,103.3391886,103.2925616,109.0672216,98.81943778,97.75565583,91.94377503,88.83067969,89.66729398,83.51291451,89.80286981,86.74672426,92.08830797,86.03180718,89.28594375,83.97193474,83.32282554,85.55139887,88.30699134,91.09219915,74.60575758,72.5075492,70.30721027,46.91995361,45.99621344,53.36218127,56.96863816,55.71931398,63.1350819,71.72917078,72.29432096,72.85158071,68.12636768,67.5526996,73.37302566,71.93553829,85.62526297,76.23137448,72.29301232,75.82396837,74.95980726,81.70093421,91.96635463,72.61522126,71.31257079,71.58975767,78.04118787,71.56146711,76.559796,74.95289177,78.14321359,74.02867182,75.26397736,82.35920107,81.26234917,73.25217882,75.2440263,75.20775728,80.91742428,70.28592816,66.34128251,76.5230476,71.99448307,79.74936538,78.73197347,77.50196747,77.36011856,74.41843195,77.34224784,80.63093283
6214,109.2051381,99.53670515,95.18704699,92.76998833,99.17608735,94.67420821,97.80200955,114.0779572,99.83415405,99.62625744,116.1087383,82.00170929,107.6495939,99.77947458,96.21229869,106.598685,102.422136,89.66910644,111.7761854,88.91675596,108.5169153,100.5966007,87.22791358,109.2737869,88.689698,85.4569733,75.20072819,41.50164119,47.74064525,55.21455838,62.11731929,72.16161692,75.06478299,75.68148825,77.89198048,74.95405189,67.51916104,67.94281518,64.54070493,64.65369453,76.78159021,75.83427621,80.93366664,78.39338728,78.93934999,77.41073131,84.37175781,88.24032643,70.43058886,58.22398632,73.64674151,77.40228671,85.99525172,88.32455618,88.57270341,90.56544626,78.9779974,83.4005473,88.66477219,88.62457567,78.68979225,78.2625911,84.22713446,72.2043454,80.85795167,78.79918093,76.8680051,80.87334248,79.17976743,85.51266511,87.02477853,94.37646961,83.37546504,81.53894074
6215,94.96020535,90.35345738,95.82093689,95.83736119,103.326922,102.3501883,103.7717608,106.2100551,102.4472263,105.0373854,104.2785381,95.60596324,100.9577733,107.2550705,117.476549,100.9470585,108.0058023,104.7671595,104.0114808,103.1810226,101.6589299,107.1469877,104.138292,97.03092509,106.1391408,106.262074,105.5774482,88.73165251,105.5219434,129.5180639,137.7209921,132.4068654,136.4273499,139.8827973,130.156496,134.0077241,143.9670109,125.1084297,128.7145542,122.0808626,120.3054503,123.3398288,132.0562607,133.9614799,139.8108951,96.23096816,84.38192842,82.34943293,92.00118849,77.93818131,87.14988209,72.46090818,78.06101055,82.47196282,86.48304252,81.09035421,76.79389367,78.92135771,78.21178533,77.18650173,78.02070028,75.98643928,84.62922873,74.20030616,84.95291067,76.5966213,79.00787583,75.41483301,69.29775012,82.34001003,80.26963235,72.78740236,79.63023438,85.25765962
6221,97.80834269,94.88048751,101.3812373,96.47451166,99.76511728,97.90277771,98.88102054,101.3912521,97.23255016,103.4280562,106.8379367,104.0167101,104.058792,102.7171314,106.2974519,102.6151985,105.1404541,102.1628171,104.0287746,105.182204,102.711181,109.0465045,107.5890316,112.9442493,117.1830528,112.4466386,106.1777287,72.0546171,80.03919117,93.93581355,113.119928,107.7033817,116.6937311,123.2586011,127.891509,137.1882334,123.4959771,121.7758016,130.2210724,118.210063,119.7046047,123.3820851,133.1318758,140.8119828,128.4197556,125.8645696,118.7200413,117.2922497,115.5920778,113.9917173,124.218342,116.7403443,122.3623816,114.855406,115.7126686,119.4891285,112.5504747,116.503856,118.7075778,123.1048895,120.2246052,116.1621031,134.2878318,112.0307683,125.4756486,128.8786891,128.683997,127.3401419,120.4136852,134.8749923,122.0857478,130.8904395,127.2060646,126.0618467
6223,97.39842349,90.73438798,102.8890415,92.74347782,95.06823313,95.85477231,103.6071656,106.9196413,98.49466562,106.8954319,102.6883351,106.7064242,105.2006622,96.43101828,103.4126557,101.5756498,102.3231393,100.1386318,108.1603062,104.7658207,101.8525946,105.5705278,99.88090127,102.6556916,112.1676848,101.5454594,98.07379079,73.22823681,83.4163557,92.33456065,117.6726479,121.8780269,122.0553672,124.2696011,124.6077956,133.9908733,140.0906667,130.3874309,126.1404255,123.2150456,119.9353734,124.3778945,137.7345927,148.8804666,142.450337,133.2201409,126.4112014,126.1755616,133.9099316,122.5850505,132.7138828,125.2854545,128.2218898,128.9510292,129.5761308,134.8076901,131.4328571,133.009732,139.3582414,142.5972414,142.7214778,123.4068192,139.8763948,137.82176,137.890492,137.8088489,135.4986913,142.1158538,139.6900942,129.1716892,144.5132247,146.3710547,145.1590102,137.2021655
6244,101.281624,102.9868938,104.7852215,101.8141269,103.5831639,100.5167548,94.41726786,97.774366,103.4181056,96.1968525,95.63857154,97.58705159,103.5274813,100.592191,102.626028,97.44647129,102.4878698,94.58372409,90.03032889,93.18124834,101.6405388,91.45755624,93.1192151,98.80762443,100.0943235,96.94543926,92.29378879,75.35060583,79.3815801,77.85947858,73.78732633,76.27413363,80.84070612,74.50852626,74.25246949,80.06832961,78.72156428,79.41444516,80.2362898,76.87938684,79.80477807,75.65863167,72.88797758,76.24450497,85.38150662,80.05578459,86.76896087,88.61052316,87.7020653,85.4855399,90.4059044,91.35804723,93.52547654,98.38246285,97.09099658,98.62459766,100.1329063,95.57898377,99.42178833,98.43768119,94.79558542,98.90188109,100.4014921,102.4765768,112.3000256,104.3725848,106.2010136,106.4963407,99.62427644,98.12636262,98.8667481,99.70901227,99.10644834,104.6637675
71,105.3767675,94.34013211,101.8366575,95.32213687,95.239316,102.34639,107.2907137,102.0858636,95.35934108,98.18355063,99.21460509,103.4045258,100.2679716,84.34845516,87.80232801,90.10895513,88.65025132,87.48056502,90.36258792,91.32191047,83.48212191,84.25139037,88.12134049,90.17102506,85.83333781,79.47111743,63.19099758,24.74541429,19.8677743,20.05794108,29.63703782,41.89039904,40.39037387,46.77908323,46.19409769,50.51119007,44.30667022,41.72833457,48.36638091,51.80196726,53.88442497,53.66351897,59.67083274,59.59556031,59.60706106,66.82382726,65.88590823,68.44380668,65.76098646,67.43720725,76.62087084,67.01823443,67.79689418,65.83608481,81.20920274,73.71231235,72.33170493,79.193558,75.89844367,85.62190555,84.11518899,72.98354075,77.40657461,78.07096395,80.16387623,79.08773057,84.14860104,78.40959568,78.38767408,81.31540211,80.30199937,96.44099157,90.42383377,85.90735746
